,Candidate ID,Start,End,Strand,Type,Length,mean reads coverage,mean conservation,-10 promoter consensus,Terminator,MFE p-val,Array p-val,p-adj,Relative position to CDSs,Within,Antisense to,DistClosestGeneUP,DistClosestGeneDOWN,Northern_validation
1537,candidate_1539,3597801,3598015,0,A,214,1338.865,1.085,0,0,0.007,9.88E-01,1.00E+00,Within 5'/3' UTRs,"3', Rv3221A; 5', Rv3221c",,35,36,0
1538,candidate_1540,3600102,3600166,0,A,64,371.262,0,1,1,0.773,7.88E-03,1.00E+00,AS,,Rv3224,-597,-315,0
1539,candidate_1541,3611312,3611427,0,A,115,268.241,0,0,0,0.72,2.04E-01,1.00E+00,AS,,Rv3235,-629,-127,0
1540,candidate_1542,3621265,3621466,0,A,201,772.713,1.572,1,0,0.906,5.83E-14,7.51E-11,Within 5'/3' UTRs,"5', Rv3241c",,11,104,1
1541,candidate_1543,3640277,3640344,0,A,67,193.059,3.427,0,0,0.048,5.63E-08,6.74E-05,Intergenic,,,136,199,0
1542,candidate_1544,3649468,3649505,0,A,37,85.132,0,0,1,0.079,9.70E-01,1.00E+00,AS,,Rv3268,-641,-85,0
1543,candidate_1545,3650186,3650276,0,A,90,117.758,0.052,1,0,0.226,4.11E-01,1.00E+00,AS to 5'/3' UTRs,,"5', Rv3269",-329,-42,0
1544,candidate_1546,3655946,3656049,0,A,103,187.173,0,1,0,0.652,9.98E-01,1.00E+00,AS,,Rv3273,-985,-1412,0
1545,candidate_1547,3656639,3656675,0,A,36,420.541,0,0,1,0.743,9.31E-01,1.00E+00,AS,,Rv3273,-292,-2038,0
1546,candidate_1548,3660060,3660144,0,A,84,350.071,0,0,1,0.771,0.00E+00,0.00E+00,AS,,Rv3277,-636,-266,0
1547,candidate_1549,3660228,3660262,0,A,34,198.771,0,0,0,0.86,9.99E-01,1.00E+00,AS,,Rv3277,-468,-384,0
1548,candidate_1550,3660336,3660428,0,A,92,457.559,0,1,0,0.252,9.92E-01,1.00E+00,AS,,Rv3277,-360,-550,0
1549,candidate_1551,3664020,3664059,0,A,39,110.425,0,0,0,0.299,9.34E-01,1.00E+00,AS,,Rv3281,-202,-370,0
1550,candidate_1552,3698371,3698411,0,A,40,155.732,0,0,0,0.28,1.11E-02,1.00E+00,AS,,Rv3311,-1012,-290,0
1551,candidate_1553,3704765,3704820,0,A,55,209.214,0,1,0,0.538,6.09E-01,1.00E+00,AS,,Rv3317,-106,-383,0
1552,candidate_1554,3718158,3718189,0,A,31,119.75,0,1,0,0.012,9.99E-01,1.00E+00,AS,,Rv3331,-440,-1099,0
1553,candidate_1555,3786356,3786442,0,A,86,188.506,0,1,0,0.069,5.92E-02,1.00E+00,AS,,Rv3372,-1133,-128,0
1554,candidate_1556,3800005,3800091,0,A,86,812.529,0.099,1,0,0.001,0.00E+00,0.00E+00,AS to 5'/3' UTRs,"5', Rv3385c","5', Rv3386",62,1,1
1555,candidate_1557,3802776,3802840,0,A,64,153.338,0,1,1,0.627,0.00E+00,0.00E+00,AS,,Rv3388,-1072,-1187,0
1556,candidate_1558,3805091,3805129,0,A,38,239.282,0,0,1,0.298,1.43E-02,1.00E+00,AS,,Rv3390,-484,-264,0
1557,candidate_1559,3805208,3805325,0,A,117,202.11,0,0,0,0.286,7.47E-04,7.98E-01,AS,,Rv3390,-367,-460,0
1558,candidate_1560,3805393,3805429,0,A,36,160.135,0,1,1,0.712,9.87E-01,1.00E+00,AS,,Rv3390,-182,-564,0
1559,candidate_1561,3821906,3821945,0,A,39,126.275,0.138,0,0,0.316,4.51E-01,1.00E+00,Within 5'/3' UTRs,"5', Rv3402c",,15,317,0
1560,candidate_1562,3826888,3826923,0,A,35,90.083,0,1,0,0.327,8.66E-01,1.00E+00,AS,"3', Rv3409c",Rv3408,-70,-375,0
1561,candidate_1563,3831851,3832109,0,A,258,236.969,0,0,1,0.97,9.42E-01,1.00E+00,AS,"3', Rv3413c",Rv3412,-285,-383,0
1562,candidate_1564,3835118,3835152,0,A,34,126.257,0,1,0,0.825,7.32E-01,1.00E+00,AS,,Rv3416,-82,-260,0
1563,candidate_1565,3837288,3837458,0,A,170,173.509,3.089,1,0,0.241,9.72E-06,1.10E-02,Within 5'/3' UTRs,"5', Rv3418c",,0,97,1
1564,candidate_1566,3847276,3847486,0,A,210,246.204,0,0,0,0.722,6.11E-02,1.00E+00,AS,,Rv3429,-425,-321,0
1565,candidate_1567,3847544,3847639,0,A,95,570.26,0,0,0,0.523,4.62E-12,5.84E-09,AS,"3', Rv3430c",Rv3429,-157,-474,0
1566,candidate_1568,3877432,3877464,0,A,32,2256.394,0.125,0,0,0.339,3.77E-01,1.00E+00,Within 5'/3' UTRs,"3', Rv3457c; 5' Rv3456c",,0,0,0
1567,candidate_1569,3880399,3880432,0,A,33,541.5,0.651,0,0,0.963,3.52E-01,1.00E+00,Within 5'/3' UTRs,"3', Rv3462c; 5', Rv3461c",,0,0,0
1568,candidate_1570,3880687,3880769,0,A,82,372.964,0.585,0,0,0.396,1.52E-03,1.00E+00,Within 5'/3' UTRs,"5', Rv3462c",,34,138,0
1569,candidate_1571,3881835,3881886,0,A,51,123.192,0.003,1,0,0.714,9.79E-01,1.00E+00,AS to 5'/3' UTRs,,"5', Rv3464",-997,-49,0
1570,candidate_1572,3882450,3882482,0,A,32,75.97,0,0,0,0.518,9.99E-01,1.00E+00,AS,,Rv3464,-382,-645,0
1571,candidate_1573,3893960,3894000,0,A,40,300.512,0.102,0,0,0.241,9.98E-01,1.00E+00,Intergenic,,,240,93,0
1572,candidate_1574,3894033,3894161,0,A,128,597.527,0.046,1,0,0.993,1.00E+00,1.00E+00,AS to 5'/3' UTRs,,"5', Rv3477",-356,-68,0
1573,candidate_1575,3894219,3894262,0,A,43,136.045,0,0,1,0.576,6.97E-06,7.94E-03,AS,,Rv3477,-170,-169,0
1574,candidate_1576,3902850,3902920,0,A,70,1169.831,0.63,0,0,0.64,6.42E-01,1.00E+00,Within 5'/3' UTRs,"5', Rv3483c",,38,158,0
1575,candidate_1577,3903230,3903275,0,A,45,79.87,0,0,0,0.649,3.19E-07,3.76E-04,AS,,Rv3484,-1386,-197,0
1576,candidate_1578,3903332,3903385,0,A,53,167.204,0,0,0,0.961,8.07E-01,1.00E+00,AS,,Rv3484,-1284,-307,0
1577,candidate_1579,3904046,3904079,0,A,33,81.441,0,1,0,0.726,9.92E-01,1.00E+00,AS,,Rv3484,-570,-1001,0
1578,candidate_1580,3905825,3905855,0,A,30,257.613,0,0,0,0.657,9.24E-01,1.00E+00,AS,,Rv3486,-396,-83,0
1579,candidate_1581*,3907100,3907150,0,A,50,104.725,0.102,1,0,0.707,2.20E-01,1.00E+00,to be excluded - intergenic,,,93,517,0
1580,candidate_1582,3907487,3907518,0,A,31,89.156,0.138,0,0,0.708,6.69E-03,1.00E+00,Intergenic,,,480,149,0
1581,candidate_1583,3920887,3920925,0,A,38,193.205,0.138,1,0,0.846,6.96E-01,1.00E+00,Within 5'/3' UTRs,"5', Rv3501c",,26,162,0
1582,candidate_1584,3932217,3932252,0,A,35,176.694,0,0,0,0.426,9.23E-01,1.00E+00,AS,,Rv3508,-4493,-1247,0
1583,candidate_1585,3955608,3955646,0,A,38,132.359,0,0,1,0.119,2.49E-05,2.81E-02,AS,,Rv3519,-652,-96,0
1584,candidate_1586,3955706,3955764,0,A,58,142.203,0,0,0,0.416,9.94E-01,1.00E+00,AS,,Rv3519,-554,-214,0
1585,candidate_1587,3956043,3956255,0,A,212,189.648,0,1,1,0.438,1.47E-02,1.00E+00,AS,"3', Rv3520c",Rv3519,-217,-705,0
1586,candidate_1588,3957483,3957526,0,A,43,261.568,1.135,1,0,0.295,5.26E-05,5.89E-02,AS to 5'/3' UTRs,,"5', Rv3521",-949,-5,0
1587,candidate_1589,3957603,3957646,0,A,43,198.182,0,1,0,0.85,2.22E-16,2.89E-13,AS,,Rv3521,-829,-125,0
1588,candidate_1590,3985445,3985476,0,A,31,153.156,1.735,0,0,0.015,9.53E-01,1.00E+00,Within 5'/3' UTRs,"5', Rv3545c",,0,81,0
1589,candidate_1591,3987120,3987171,0,A,51,247,0,1,1,0.262,3.23E-03,1.00E+00,AS,,Rv3547,-179,-327,0
1590,candidate_1592,4025799,4025872,0,A,73,849.068,0.041,0,1,0.973,8.34E-04,8.89E-01,AS to 5'/3' UTRs,,"5', Rv3584",-579,-42,0
1591,candidate_1593,4027888,4027919,0,A,31,141.594,0,0,1,0.814,3.30E-01,1.00E+00,AS to 5'/3' UTRs,,"3', Rv3585; 5', Rv3586",-1079,-28,0
1592,candidate_1594,4041321,4041367,0,A,46,235.17,1.897,1,0,0.938,0.00E+00,0.00E+00,Within 5'/3' UTRs,"3', Rv3598c; 5', Rv3597c",,2,56,0
1593,candidate_1595,4052891,4052931,0,A,40,499.537,1.656,1,0,0.849,3.12E-01,1.00E+00,AS to 5'/3' UTRs,"5', Rv3610c","5', Rv3611",8,19,0
1594,candidate_1596,4056375,4056445,0,A,70,233.761,0.136,1,0,0.313,5.50E-05,6.14E-02,Within 5'/3' UTRs,"5', Rv3616c",,0,1288,0
1595,candidate_1597,4067410,4067558,0,A,148,348.06,0.011,1,1,0.69,2.65E-10,3.27E-07,AS to 5'/3' UTRs,,"5', Rv3628",-501,-135,0
1596,candidate_1598,4071674,4071841,0,A,167,349.065,0.095,1,1,0.01,4.54E-02,1.00E+00,AS to 5'/3' UTRs,,"5', Rv3633",-992,-50,0
1597,candidate_1599,4079749,4079784,0,A,35,477.056,0.111,0,0,0.983,9.64E-01,1.00E+00,Within 5'/3' UTRs,"5', Rv3640c",,0,141,0
1598,candidate_1600,4082867,4083070,0,A,203,612.162,0,1,0,0.042,7.27E-11,9.05E-08,AS,,Rv3645,-1589,-263,0
1599,candidate_1601,4088647,4088710,0,A,63,461.031,6.037,0,0,0.01,1.15E-11,1.44E-08,AS to 5'/3' UTRs,,"5', Rv3649",116,71,0
1600,candidate_1602,4092271,4092301,0,A,30,358.548,0,1,1,0.981,8.80E-01,1.00E+00,AS,,Rv3651,-607,-460,0
1601,candidate_1603,4099384,4099477,0,A,93,2468.255,4.13,1,0,0.001,0.00E+00,0.00E+00,Intergenic,,,236,170,0
1602,candidate_1604,4100705,4100778,0,A,73,215.824,1.853,1,0,0.211,9.96E-01,1.00E+00,Intergenic,,,195,487,0
1603,candidate_1605,4100899,4100938,0,A,39,207.2,0.739,0,0,0.981,9.25E-01,1.00E+00,Intergenic,,,389,327,0
1604,candidate_1606,4108495,4108590,0,A,95,373.438,0,0,0,0.116,0.00E+00,0.00E+00,AS,,Rv3667,-1252,-798,0
1605,candidate_1607,4108759,4108790,0,A,31,232.688,0,1,0,0.975,1.60E-01,1.00E+00,AS,,Rv3667,-988,-998,0
1606,candidate_1608,4109595,4109633,0,A,38,307.231,0,0,0,0.447,5.11E-13,6.54E-10,AS,,Rv3667,-152,-1841,0
1607,candidate_1609,4116278,4116321,0,A,43,118.864,0,1,0,0.326,1.01E-07,1.21E-04,AS,,Rv3675,-101,-319,0
1608,candidate_1610,4119249,4119291,0,A,42,161.907,0,0,1,0.02,9.39E-01,1.00E+00,AS,,Rv3679,-549,-515,0
1609,candidate_1611,4119960,4120184,0,A,224,789.307,0,1,1,0.524,5.49E-03,1.00E+00,AS,,Rv3680,-995,-389,0
1610,candidate_1612,4121675,4121713,0,A,38,82.641,1.783,1,0,0.876,9.77E-08,1.17E-04,Intergenic,,,121,203,0
1611,candidate_1613,4122231,4122264,0,A,33,112.029,0,0,0,0.874,9.91E-01,1.00E+00,AS,,Rv3682,-2117,-348,0
1612,candidate_1614,4125745,4125797,0,A,52,610.226,0,1,0,0.771,0.00E+00,0.00E+00,AS,,Rv3684,-734,-358,0
1613,candidate_1615,4130799,4130831,0,A,32,227.939,0,0,0,0.718,8.41E-02,1.00E+00,AS,,Rv3689,-913,-474,0
1614,candidate_1616,4132660,4132696,0,A,36,126.351,0,0,1,0.508,2.13E-03,1.00E+00,AS,,Rv3691,-859,-178,0
1615,candidate_1617,4160933,4160974,0,A,41,530.381,2.17,1,0,0.154,5.03E-01,1.00E+00,AS to 5'/3' UTRs,"5', Rv3716c","5', Rv3717",20,74,0
1616,candidate_1618,4162950,4162997,0,A,47,244.333,0,1,0,0.992,9.02E-01,1.00E+00,AS,,Rv3719,-768,-691,0
1617,candidate_1619,4163544,4163598,0,A,54,422.291,0,0,1,0.467,6.44E-01,1.00E+00,AS,,Rv3719,-174,-1292,0
1618,candidate_1620,4163631,4163693,0,A,62,143.825,0,0,0,0.778,2.94E-02,1.00E+00,AS,,Rv3719,-87,-1387,0
1619,candidate_1621,4168193,4168281,0,A,88,957.27,3.684,1,0,0.042,0.00E+00,0.00E+00,AS to 5'/3' UTRs,"5', Rv3722c","5', Rvnt41",65,64,0
1620,candidate_1622,4168345,4168414,0,A,69,148.343,0,0,0,0.544,3.81E-12,4.82E-09,AS,,Rvnt41,-85,-69,0
1621,candidate_1623,4171065,4171329,0,A,264,428.491,0.079,1,1,0.14,6.99E-03,1.00E+00,AS to 5'/3' UTRs,,"3', Rv3725",-78,-1115,0
1622,candidate_1624,4174151,4174187,0,A,36,196.946,0,1,0,0.926,9.99E-01,1.00E+00,AS,,Rv3727,-612,-1232,0
1623,candidate_1625,4187462,4187505,0,A,43,214.818,0,0,1,0.19,5.57E-01,1.00E+00,AS,,Rv3736,-233,-871,0
1624,candidate_1626,4187918,4187956,0,A,38,83.949,0,0,0,0.58,8.89E-01,1.00E+00,AS,,Rv3737,-1370,-257,0
1625,candidate_1627,4209017,4209163,0,A,146,79.374,0.185,0,0,0.583,7.64E-01,1.00E+00,AS to 5'/3' UTRs,,"5', Rv3763",-509,-116,0
1626,candidate_1628,4209210,4209525,0,A,315,641.231,0,1,1,0.104,9.38E-02,1.00E+00,AS,"3', Rv3764c",Rv3763,-316,-478,0
1627,candidate_1629,4212140,4212176,0,A,36,120.973,0.138,0,0,0.342,9.53E-01,1.00E+00,Intergenic,,,356,117,0
1628,candidate_1630,4228811,4228842,0,A,31,86.156,0,1,0,0.751,9.85E-01,1.00E+00,AS,,Rv3782,-450,-495,0
1629,candidate_1631,4231276,4231319,0,A,43,169.432,0.099,1,1,0.115,2.28E-01,1.00E+00,AS to 5'/3' UTRs,,"3', Rv3784; 5', Rv3785",40,1,0
1630,candidate_1632,4236552,4236626,0,A,74,187.733,0,1,1,0.01,7.19E-01,1.00E+00,AS,,Rv3790,-612,-847,0
1631,candidate_1633,4237772,4237811,0,A,39,92.75,0,1,0,0.573,7.72E-01,1.00E+00,AS,,Rv3791,-157,-646,0
1632,candidate_1634,4237858,4237910,0,A,52,169.887,0,0,0,0.473,1.34E-01,1.00E+00,AS,,Rv3791,-71,-745,0
1633,candidate_1635,4263177,4263212,0,A,35,110.056,0.778,1,1,0.109,1.99E-01,1.00E+00,Intergenic,,,111,143,0
1634,candidate_1636,4264365,4264395,0,A,30,202.387,0.134,0,0,0.749,9.88E-01,1.00E+00,Within 5'/3' UTRs,"5', Rv3802c",,0,168,0
1635,candidate_1637,4266682,4266750,0,A,68,373.609,0.88,0,0,0.43,2.61E-01,1.00E+00,Within 5'/3' UTRs,"5', Rv3804c",,24,203,0
1636,candidate_1638,4273795,4273944,0,A,149,107.567,0,1,0,0.29,6.70E-02,1.00E+00,AS,,Rv3810,-798,-205,0
1637,candidate_1639,4274156,4274337,0,A,181,147.253,0,1,1,0.049,8.24E-03,1.00E+00,AS,,Rv3810,-437,-598,0
1638,candidate_1640,4274668,4274715,0,A,47,298.083,0.197,0,1,0.91,7.34E-02,1.00E+00,AS to 5'/3' UTRs,,"3', Rv3810",75,83,0
1639,candidate_1641,4275429,4275625,0,A,196,165.315,0,1,0,0.87,7.37E-01,1.00E+00,AS,,Rv3811,-988,-827,0
1640,candidate_1642,4286822,4286926,0,A,104,800.81,0,1,0,0.732,1.00E+00,1.00E+00,AS,,Rv3822,-1113,-205,0
1641,candidate_1643,4287414,4287451,0,A,37,136.316,0,1,1,0.864,8.26E-01,1.00E+00,AS,,Rv3822,-521,-730,0
1642,candidate_1644,4320597,4320644,0,A,47,576.375,0.446,0,0,0.518,5.61E-01,1.00E+00,AS to 5'/3' UTRs,,"5', Rv3846",957,60,0
1643,candidate_1645,4320778,4320810,0,A,32,79.394,0,0,0,0.871,5.55E-01,1.00E+00,AS,,Rv3846,-549,-106,0
1644,candidate_1646,4321145,4321290,0,A,145,268.466,0,1,0,0.679,9.93E-01,1.00E+00,AS,,Rv3846,-182,-586,0
1645,candidate_1647,4321338,4321379,0,A,41,458.714,0.138,0,0,0.816,9.48E-01,1.00E+00,AS to 5'/3' UTRs,,"3', Rv3846",11,159,0
1646,candidate_1648,4321846,4321883,0,A,37,113.105,0,0,1,0.963,0.00E+00,0.00E+00,AS,,Rv3847,-225,-345,0
1647,candidate_1649,4336194,4336309,0,A,115,720.991,1.836,1,1,0.321,3.36E-10,4.13E-07,Intergenic,,,113,468,0
1648,candidate_1650,4336603,4336642,0,A,39,98.525,0.138,1,0,0.514,9.32E-01,1.00E+00,Intergenic,,,522,135,0
1649,candidate_1651,4341477,4341694,0,A,217,713.83,0.142,1,1,0.051,4.52E-04,4.86E-01,AS to 5'/3' UTRs,,"3', Rv3864; 5', Rv3865",-400,-1424,0
1650,candidate_1652,4342794,4342829,0,A,35,216.028,0,0,0,0.692,1.03E-03,1.00E+00,AS,,Rv3867,-527,-59,0
1651,candidate_1653,4344915,4344948,0,A,33,137.735,0,1,1,0.658,9.75E-01,1.00E+00,AS,,Rv3868,-120,-1634,0
1652,candidate_1654,4351432,4351479,0,A,47,202.146,0,0,1,0.027,2.78E-01,1.00E+00,AS,,Rv3873,-749,-404,0
1653,candidate_1655,4352925,4352971,0,A,46,417.915,0.21,0,0,0.008,9.79E-01,1.00E+00,AS to 5'/3' UTRs,,"3', Rv3875; 5', Rv3876",29,39,0
1654,candidate_1656,4353072,4353104,0,A,32,192.394,0,1,0,0.135,1.43E-01,1.00E+00,AS,,Rv3876,-1938,-94,0
1655,candidate_1657,4354387,4354477,0,A,90,250.945,0,1,0,0.309,2.48E-06,2.86E-03,AS,,Rv3876,-623,-1467,0
1656,candidate_1658,4354680,4354710,0,A,30,100.968,0,0,1,0.801,1.00E+00,1.00E+00,AS,,Rv3876,-330,-1700,0
1657,candidate_1659,4354746,4354842,0,A,96,86.835,0,0,0,0.435,9.91E-01,1.00E+00,AS,,Rv3876,-264,-1832,0
1658,candidate_1660,4355151,4355183,0,A,32,153.121,0,1,0,0.257,9.99E-01,1.00E+00,AS,,Rv3877,-1391,-176,0
1659,candidate_1661,4356930,4356970,0,A,40,139.195,0,0,1,0.172,9.06E-01,1.00E+00,AS,,Rv3878,-605,-277,0
1660,candidate_1662,4357029,4357066,0,A,37,77.553,0,0,0,0.11,1.03E-01,1.00E+00,AS,,Rv3878,-506,-373,0
1661,candidate_1663,4364757,4364822,0,A,65,426.045,0.123,1,0,0.895,6.23E-05,6.93E-02,Within 5'/3' UTRs,"5', Rv3883c",,0,157,0
1662,candidate_1664,4383985,4384018,0,A,33,479.618,0.132,0,0,0.066,9.99E-01,1.00E+00,Within 5'/3' UTRs,"5', Rv3898c",,0,129,0
1663,candidate_1665,4399307,4399339,0,A,32,112.121,0,0,1,0.712,1.32E-01,1.00E+00,AS,,Rv3910,-844,-2742,0
1664,candidate_1666,4402676,4402800,0,A,124,251.328,0,0,1,0.299,7.67E-06,8.74E-03,AS,,Rv3913; Rv3914,-406,-1072,0
1665,candidate_1667,4402927,4402976,0,A,49,111.62,0,0,1,0.155,1.51E-01,1.00E+00,AS,,Rv3914,-155,-244,0
1666,candidate_1668,4405233,4405302,0,A,69,122.043,0.102,0,0,0.694,9.75E-01,1.00E+00,Within 5'/3' UTRs,"5', Rv3916c",,66,155,0
1667,candidate_1669,4411296,4411334,0,A,38,142.974,0.044,0,0,0.32,8.97E-01,1.00E+00,Intergenic,,,367,-4411334,0
1668,candidate_1670,25449,25479,0,B,30,64.774,0.95,1,0,0.838,,,Within 5'/3' UTRs,"5', Rv0020c",,5,165,0
1669,candidate_1671,31926,31967,0,B,41,107.952,1.307,1,1,0.881,,,Intergenic,,,107,90,0
1670,candidate_1672,79142,79178,0,B,36,87.784,0.95,0,0,0.632,,,Intergenic,,,246,308,0
1671,candidate_1673,141023,141056,0,B,33,135.647,0.96,1,0,0.3,,,Within 5'/3' UTRs,"5', Rv0116c",,1,144,0
1672,candidate_1674,196663,196708,0,B,45,118.478,0.96,0,0,0.806,,,AS to 5'/3' UTRs,,"3', Rv0166",6,153,0
1673,candidate_1675,196777,196808,0,B,31,141.375,1.933,0,0,0.775,,,AS to 5'/3' UTRs,,"5', Rv0167",120,53,0
1674,candidate_1676,293603,293659,0,B,56,388.509,1.968,0,0,0.18,,,Intergenic,,,110,139,0
1675,candidate_1677,459407,459446,0,B,39,90.225,0.95,0,1,0.133,,,Within 5'/3' UTRs,"3', Rv0384c",,92,10,0
1676,candidate_1678,462039,462071,0,B,32,45.909,4.747,1,0,0.411,,,AS to 5'/3' UTRs,"5', Rv0384c","5', Rv0385",37,64,0
1677,candidate_1679,559825,559865,0,B,40,48.098,0.95,0,0,0.768,,,AS to 5'/3' UTRs,,"3', Rv0468; 5', Rv0469",70,23,0
1678,candidate_1680,736246,736296,0,B,50,48.059,2.105,0,0,0.004,,,AS to 5'/3' UTRs,"3', Rv0642c","3', Rv0641",22,2,0
1679,candidate_1681,759588,759627,0,B,39,150.95,5.372,0,0,0.407,,,Intergenic,,,279,180,0
1680,candidate_1682,759630,759705,0,B,75,65.605,2.345,1,0,0.092,,,Intergenic,,,321,102,0
1681,candidate_1683,850554,850592,0,B,38,46.154,1.5,0,0,0.612,,,Within 5'/3' UTRs,"3', Rvnt09; 5', Rv0755A",,27,50,0
1682,candidate_1684,958469,958506,0,B,37,34.816,2.765,0,0,0.001,,,AS to 5'/3' UTRs,"3', Rv0861c","3', Rv0860",14,17,0
1683,candidate_1685,967819,967852,0,B,33,42.794,1.983,0,1,0.002,,,AS to 5'/3' UTRs,,"5', Rv0871",86,46,0
1684,candidate_1686,1133275,1133313,0,B,38,104.538,1.525,0,0,0.001,,,AS to 5'/3' UTRs,"3', Rv1014c","3', Rv1013",16,20,0
1685,candidate_1687,1196216,1196277,0,B,61,265.323,1.361,0,0,0.429,,,AS to 5'/3' UTRs,,"5', Rv1072",124,2,0
1686,candidate_1688,1224323,1224367,0,B,44,61.422,1.983,0,0,0.002,,,AS to 5'/3' UTRs,,"3', Rv1095; 5', Rv1096",25,18,0
1687,candidate_1689,1261608,1261672,0,B,64,188.031,2.69,0,0,0.011,,,Intergenic,,,262,250,0
1688,candidate_1690,1272000,1272034,0,B,34,45.057,2.421,0,0,0.12,,,Intergenic,,,92,389,0
1689,candidate_1691,1301227,1301265,0,B,38,100.256,2.924,1,1,0.512,,,AS to 5'/3' UTRs,,"3', Rv1170; 5', Rv1171",12,42,0
1690,candidate_1692,1364352,1364396,0,B,44,996.267,1.772,1,1,0.199,,,AS to 5'/3' UTRs,,"5', Rv1221",202,17,0
1691,candidate_1693,1413102,1413139,0,B,37,330.158,0.96,0,1,0.957,,,AS to 5'/3' UTRs,,"3', Rv1264",15,121,0
1692,candidate_1694,1413142,1413173,0,B,31,28.813,0.96,0,0,0.648,,,AS to 5'/3' UTRs,,"3', Rv1264",55,87,0
1693,candidate_1695,1453007,1453085,0,B,78,46.646,2.106,0,0,0.446,,,AS to 5'/3' UTRs,,"3', Rv1296",60,119,0
1694,candidate_1696,1473471,1473502,0,B,31,831.156,2.799,0,0,0.102,,,Intergenic,,,89,156,0
1695,candidate_1697,1655543,1655576,0,B,33,112.353,1.313,1,0,0.918,,,Within 5'/3' UTRs,"3', Rv1468c; 5', Rv1467c",,41,33,0
1696,candidate_1698,1735503,1735534,0,B,31,56.125,3.08,1,0,0.11,,,Intergenic,,,92,442,0
1697,candidate_1699,2072564,2072594,0,B,30,39.484,4.829,0,0,0.541,,,AS to 5'/3' UTRs,,"5', Rv1827",208,2,0
1698,candidate_1700,2096821,2096858,0,B,37,45.026,1.62,0,0,0.001,,,AS to 5'/3' UTRs,,"5', Rv1847",222,19,0
1699,candidate_1701,2307105,2307138,0,B,33,37.824,2.169,0,1,0.187,,,Intergenic,,,119,155,0
1700,candidate_1702,2405404,2405436,0,B,32,65.515,0.95,1,0,0.78,,,Within 5'/3' UTRs,"5', Rv2145c",,6,230,0
1701,candidate_1703*,2429374,2429404,0,B,30,4989.29,4.164,0,0,0.685,,,to be excluded - within 3'/5' UTRs,,,105,23,0
1702,candidate_1704,2432015,2432045,0,B,30,113.645,1.869,1,0,0.284,,,Within 5'/3' UTRs,"5', Rv2169c",,46,190,0
1703,candidate_1705,2500791,2500821,0,B,30,1927.516,4.92,1,0,0.508,,,Within 5'/3' UTRs,"5', Rvns01",,40,110,0
1704,candidate_1706,2603541,2603576,0,B,35,55.278,1.554,0,0,0.887,,,Intergenic,,,80,119,0
1705,candidate_1707,2608529,2608559,0,B,30,118.935,0.95,0,0,0.773,,,Intergenic,,,208,237,0
1706,candidate_1708,2745156,2745190,0,B,34,52.914,2.608,0,1,0.516,,,Intergenic,,,172,124,0
1707,candidate_1709,2763817,2763848,0,B,31,1167.125,1.036,0,0,0.593,,,Within 5'/3' UTRs,"3', Rv2462c; 5', Rv2461c",,43,43,0
1708,candidate_1710,3017750,3017786,0,B,36,54.297,3.292,0,0,0.437,,,AS to 5'/3' UTRs,,"5', Rv2703",95,49,0
1709,candidate_1711,3023450,3023490,0,B,40,46.634,1.419,0,0,0.002,,,AS to 5'/3' UTRs,,"3', Rv2710; 5', Rv2711",18,75,0
1710,candidate_1712,3093789,3093825,0,B,36,106.811,3.385,1,0,0.179,,,Within 5'/3' UTRs,"5', Rv2785c",,41,80,0
1711,candidate_1713,3149977,3150007,0,B,30,96.968,4.945,0,0,0.442,,,Within 5'/3' UTRs,"5', Rv2842c",,1,164,0
1712,candidate_1714,3343821,3343861,0,B,40,32.244,3.973,1,0,0.638,,,Within 5'/3' UTRs,"5', Rv2986c",,1,172,0
1713,candidate_1715,3409422,3409483,0,B,61,30.161,2.535,0,0,0.192,,,Within 5'/3' UTRs,"3', Rv3049c; 5', Rv3048c",,44,26,0
1714,candidate_1716,3587699,3587732,0,B,33,86.471,1.357,0,0,0.603,,,AS to 5'/3' UTRs,,"5', Rv3211",160,66,0
1715,candidate_1717,3595983,3596013,0,B,30,65.355,0.96,0,0,0.001,,,AS to 5'/3' UTRs,"3', Rv3220c","3', Rv3219",16,16,0
1716,candidate_1718,3640345,3640376,0,B,31,50.188,5.352,0,0,0.828,,,Intergenic,,,204,167,0
1717,candidate_1719,3640453,3640486,0,B,33,187.559,0.95,0,0,0.638,,,AS to 5'/3' UTRs,,"5', Rv3261",312,57,0
1718,candidate_1720,3880172,3880228,0,B,56,43.123,0.95,0,0,0.396,,,Within 5'/3' UTRs,"3', Rv3461c",,102,58,0
1719,candidate_1721,4016288,4016335,0,B,47,55.521,2.267,1,0,0.855,,,Within 5'/3' UTRs,"5', Rv3573c",,76,149,0
1720,candidate_1722,4121632,4121674,0,B,42,63.814,1.638,1,0,0.382,,,Within 5'/3' UTRs,"5', Rv3681c",,78,242,0
1721,candidate_1723,13591,13643,0,C,52,16.906,3.546,1,0,0.181,,,Within 5'/3' UTRs,"3', Rv011c; 5', Rv0010c",,33,71,0
1722,candidate_1724,23792,23822,0,C,30,11.161,2.2,0,0,0.304,,,Within 5'/3' UTRs,"3', Rv0020c; 5', Rv0019c",,55,39,0
1723,candidate_1725,58103,58144,0,C,41,307.643,5.322,0,0,0.247,,,AS to 5'/3' UTRs,,"5', Rv0053",130,48,0
